GENE_SYMBOL,ES740463,ES740496,ES740562,ES740637,ES740640,ES740691,ES740706,ES740712,ES740724,ES740772,ES740790,ES740871
C16orf3,8,1,2,2,11,2,6,4,3,3,15,2
WRB,1100,1043,999,582,751,1007,968,1017,1635,908,590,1649
DDX19B,2468,1946,2627,2059,2668,2549,2479,2383,2702,2101,2326,2869
ZNF232,448,719,451,292,307,559,701,323,718,356,448,830
GPR161,37,28,31,50,36,35,31,36,44,51,17,11
LOC339666,43,34,68,74,107,65,84,44,75,86,166,61
SPINK6,0,0,0,0,0,0,0,0,0,0,1,0
ITGAX,31014,6817,30295,23685,19148,23839,9333,29959,25723,25228,8010,29311
POU2F2,13016,3147,13543,7982,8026,7443,5832,11021,11154,12776,5650,12411
LOC100288637,294,232,357,339,327,352,419,282,416,250,311,450
MED7,675,782,536,466,457,704,648,384,973,377,490,1058
TEKT4P2,1498,1495,782,1962,848,421,1468,583,624,879,1683,1687
ACACB,1959,2005,2350,2152,2745,2772,2633,1624,2793,2692,5133,3230
PHACTR3,15,28,25,20,14,17,10,8,21,15,12,27
UPK3A,575,94,509,238,214,473,135,392,566,462,72,377
ANKRD11,9778,8135,14870,14058,18263,9526,9250,9261,12278,12802,22372,15087
PPP1R3B,1218,1222,1471,1549,2970,1668,1299,1627,1791,1673,1851,1372
KCNA1,0,3,1,0,0,1,0,1,0,1,1,0
ZNF517,556,595,606,489,665,570,664,486,690,538,933,870
CCDC24,212,102,188,75,132,237,111,157,286,186,138,165
CCNB1,344,456,348,180,306,212,305,265,476,227,205,370
MIR1264,0,0,0,0,0,0,0,0,0,0,0,0
CEACAM1,312,212,179,200,151,175,151,259,432,403,372,234
ANKHD1-EIF4EBP3,1062,789,1050,982,981,939,939,1069,1195,938,1031,1357
LRRC2,6,6,32,20,14,13,24,11,21,8,24,17
RARS,2178,1906,2749,1347,2565,883,1492,2545,2278,2007,2436,2620
IER2,80096,19531,92334,60218,90355,55503,64657,95147,75841,80834,70041,75749
RNASE8,1,0,0,0,0,0,0,0,0,0,0,0
CACNG6,0,4,4,0,0,1,1,1,0,2,2,3
CACNA1D,22,2,37,35,18,12,9,44,22,21,10,17
FKSG83,1,0,0,0,0,0,0,0,0,0,0,0
TUBB3,35,10,95,52,79,14,12,133,22,96,40,29
PPP1R9A,144,43,129,73,184,62,45,129,71,67,103,196
PAIP2,14343,14604,14235,12324,16013,18565,15312,15388,20747,13629,12331,19193
SLC19A3,0,0,0,0,0,0,0,0,0,0,0,0
NAA30,2966,2865,2839,3003,5278,3063,3716,3148,3254,3218,3697,3256
GZMM,10306,21264,6537,10646,13886,18880,18468,7858,10916,7580,9548,12358
RNU4ATAC,70,44,84,92,31,37,69,97,58,74,54,74
PDIK1L,1414,1039,1593,1644,1728,2308,1310,877,1923,823,1896,1781
OR51D1,0,0,0,0,0,1,0,0,0,0,0,0
SENP8,64,52,55,42,31,22,57,51,69,29,31,94
ALDOA,90598,53636,85803,67866,71538,89507,63994,99167,96156,91784,44337,99828
C7orf58,2588,289,1967,1973,1179,1557,760,1407,2472,2939,215,1900
SNORD116-25,1,0,0,1,0,1,0,0,0,0,0,0
CALHM2,7586,6089,5370,5449,3821,4892,5802,5268,8757,4118,1601,10649
SGMS2,2466,503,2755,2052,1063,1600,661,2899,3252,2436,299,3229
RRAS,5027,1808,2937,2280,2189,4469,2564,3475,3657,3566,1437,4973
ATP5G3,11617,9554,10718,7651,7556,12958,9435,9011,13642,9800,6007,14017
FAM179B,2200,1238,2598,2877,2538,2151,2381,2013,2333,2078,3475,2477
POP7,1380,1547,1108,873,903,1824,1237,1013,1765,773,770,1763
MIR1915,0,0,0,0,0,0,0,0,0,0,0,0
PTGDR,1569,4656,1646,2066,1536,4075,3476,1657,1932,666,743,2982
OSGIN1,545,132,721,340,481,330,246,915,330,569,310,391
LOC100131496,5,10,8,7,6,2,3,1,4,7,1,1
BDNF,6,6,5,9,8,6,3,2,5,6,5,2
KIF3A,1207,1677,1260,1326,1975,1047,2048,1066,1831,1263,2002,1720
ADAD1,2,0,0,1,0,0,0,1,0,0,0,1
CHRNA10,73,60,154,74,195,49,59,133,65,163,125,73
PROL1,0,0,0,0,0,0,0,0,0,0,0,0
USP48,7217,5774,9181,8335,7338,6369,7108,6648,10439,7050,9115,9631
KHDC1L,4,0,4,1,6,1,4,1,3,0,2,2
ZIK1,448,376,502,528,563,687,515,404,583,438,1114,748
PRL,1,3,7,1,5,5,2,8,4,14,10,7
PLEKHG6,70,62,82,79,120,39,32,116,37,100,36,64
JMJD7,1640,1455,2166,1743,1989,2163,2178,1419,2075,1742,3601,1800
TMEM114,0,0,0,0,0,0,0,0,0,0,0,0
PRPF8,44606,33494,42650,40663,52356,34819,42533,36041,38864,46829,52589,48907
TMEM30C,3,0,0,0,0,0,2,2,0,2,1,1
UROD,3293,3168,2974,2303,2400,3646,2877,3051,4568,2967,2277,4690
SLCO1C1,0,0,0,0,0,0,0,0,0,0,0,0
PMM1,1753,2001,1967,1542,1732,2363,2199,1798,2419,1729,2181,2500
TAS2R9,2,0,0,0,1,0,0,0,0,0,0,0
AMH,18,22,26,38,105,15,3,23,8,40,60,18
HAR1A,271,513,379,307,222,714,601,167,457,268,681,543
SETDB1,7203,3691,8097,6142,5842,5242,5243,5870,6723,5433,7095,8425
MIR202,0,0,0,0,0,0,0,0,0,0,0,0
HEATR8-TTC4,1593,1481,1273,1142,1215,1257,1688,1004,1953,1074,1198,2179
RAB10,19020,9887,14117,9874,7233,10811,11088,11957,19345,13022,4609,22425
RAB27A,12629,16216,12143,13081,11982,13837,16445,11395,18929,9563,5639,16508
LRRC4,603,236,688,405,516,621,196,919,842,433,142,699
OR51V1,0,0,0,0,0,0,0,0,0,0,0,0
RAB40C,2319,1918,2854,2493,1764,2495,2027,2399,3367,2497,2078,3407
CISD3,2754,2830,2305,1873,1760,3429,2347,1962,2683,1908,1261,3424
DNHD1,1421,1128,2194,2860,4006,1270,1504,1785,1717,1746,6600,1913
LYPLA2,3591,3700,3088,2650,2673,3365,3528,2801,4309,2836,2109,4891
KRTAP1-1,0,0,0,0,0,0,0,0,0,0,0,0
OTP,1,0,0,0,0,0,0,0,0,1,0,2
FAM126B,5353,4513,5416,5610,7346,5088,5528,4692,6164,5308,5926,6414
FAM193A,6699,5366,8197,7756,9360,6549,7536,6548,6690,8583,9396,7775
ABCB6,306,300,398,295,452,227,265,280,390,320,579,391
TMEM237,425,581,356,379,721,477,624,326,745,531,800,525
SHOX,0,0,0,0,0,0,0,0,0,0,0,0
ADI1,6965,5162,6600,5029,4951,7645,5514,7091,8103,6926,4609,8341
MRPL39,1047,1114,780,589,1179,865,850,821,1348,868,1031,1228
CAMK2A,1,0,2,0,2,0,0,0,0,0,1,0
C9orf135,12,0,0,0,0,0,56,0,0,0,0,0
CHRNA5,40,30,45,28,34,47,31,58,75,43,30,90
TOMM6,8629,8234,7720,6890,6524,10685,9589,7706,10889,7719,6085,11158
BTNL2,4,1,5,6,1,9,5,2,0,1,5,6
TEX19,3,0,1,0,0,0,1,0,2,0,0,0
DENND3,9514,3231,14759,6572,8861,7842,3214,11440,8215,9079,4707,9773
MGC16025,24,19,17,40,11,3,11,13,7,12,10,14
FANCB,142,135,168,138,144,194,177,104,210,143,182,173
LHPP,2882,2579,2078,2691,2722,3430,3252,3050,3012,2598,2890,3560
DIXDC1,287,211,117,159,127,111,381,403,207,162,330,351
GFRA2,533,61,215,247,347,472,289,688,488,285,89,1001
TMEM169,172,278,164,142,90,154,158,116,263,116,191,313
GALNT1,11390,8329,12025,10590,11194,12650,11854,12327,14674,10830,7215,12224
TTYH2,8074,2671,8479,7355,5244,6486,4385,8007,8101,7781,2925,8173
KRTAP13-4,0,0,0,0,0,0,0,0,0,0,0,0
NOTO,0,0,0,0,0,0,0,0,0,0,1,0
LOC100132831,280,301,299,221,288,324,327,253,323,293,295,393
OR5H14,0,0,0,0,0,0,0,0,0,0,0,0
C9orf93,123,70,158,122,148,135,158,165,143,181,203,110
IKZF3,5463,6239,5358,7050,8388,5061,8109,3706,8754,5020,8473,7458
MIR135A2,0,0,0,0,0,0,0,0,0,0,0,0
C10orf131,20,17,22,27,25,11,8,36,12,9,15,29
FAM156A,4,1,5,1,4,0,3,1,0,2,5,5
CNOT4,3627,2401,3810,3959,3765,3041,4041,2528,3038,3119,4200,3173
TUBE1,736,674,764,712,804,747,1033,529,867,706,1443,938
TNFAIP8L1,3004,2169,2626,2155,2649,3124,2669,2814,3746,2660,2168,3939
AP4S1,520,513,441,460,510,439,622,332,696,462,649,689
HOXD13,0,0,0,0,0,0,0,0,0,0,0,0
DOPEY1,3369,1932,3726,3572,4782,1480,3276,2936,2471,3389,5946,2676
SNORD109B,0,0,0,0,0,0,0,0,0,0,0,0
TSPYL1,14106,8554,14882,14014,27229,15953,17527,23167,15487,29664,29067,15038
SYNPO,717,603,516,406,750,601,681,1003,1583,829,1197,1015
CLEC10A,5120,1628,9925,3307,3293,6359,4246,7530,7908,8324,952,6824
DEFB103B,0,0,0,0,0,0,0,0,0,0,0,0
ZNF225,322,291,283,334,251,237,402,175,420,213,373,470
ZNHIT2,445,527,536,377,551,573,434,406,683,436,514,758
SPTLC1,5952,3487,6138,4577,4065,4974,4530,5813,7232,5516,3840,7214
PHLDB3,602,637,730,683,971,909,987,662,869,729,1695,1152
LOC100128292,2,3,1,2,10,2,4,2,3,1,2,6
C21orf56,414,647,54,656,625,197,894,485,897,706,938,177
CWF19L2,2337,2286,2308,2144,2086,1699,3273,1673,2290,2227,3825,2835
TMEM67,187,339,244,274,310,245,435,257,337,301,448,304
C14orf34,4,5,5,2,3,2,3,2,3,4,0,4
OR2AG1,0,0,0,0,0,0,0,0,0,0,0,0
NF2,6005,4075,5753,5243,7065,6235,5470,5267,5988,5965,6051,5856
GHRL,174,89,249,159,134,225,126,246,175,108,105,259
LGALS16,0,0,0,0,0,0,0,0,0,0,0,0
LOC554201,0,0,0,0,0,0,0,0,0,0,0,0
CCDC102A,1023,1973,987,767,1185,1187,1515,556,1506,632,833,1435
PLSCR2,1,2,4,4,2,6,2,4,0,4,9,5
SLC38A6,719,484,863,571,502,639,544,714,904,741,691,846
FAM66C,85,81,65,94,80,99,81,47,110,62,141,107
AZI1,974,838,1464,971,1330,1021,1007,1061,1237,1125,1506,1163
CCDC23,1669,1409,1755,1278,1388,1984,1649,1772,2397,1526,1135,2452
DHRS13,1229,2031,1306,1283,1270,2079,1652,989,2162,1046,1731,2055
TMEM63B,1692,1386,2321,1714,2065,1208,1564,2049,1857,1483,1687,1949
DHRS12,1019,1068,1038,1119,1149,1363,1272,1080,1370,1032,1550,1533
HSPA1L,260,434,367,305,261,280,303,259,611,287,299,580
MIR4689,0,0,0,0,1,0,0,0,0,0,1,0
MIR4719,0,0,0,0,0,0,0,0,0,0,0,0
UTF1,70,27,181,166,75,133,130,139,111,189,81,201
SDHB,7392,4936,6838,4909,5025,7232,5334,6514,8831,6330,3965,9133
SMAP1,6404,4623,5969,5423,6169,5565,5533,5152,7805,5402,5554,7474
PAH,4,10,4,1,2,11,13,0,9,5,5,7
DEFB126,0,0,0,0,0,0,0,0,0,0,0,0
LOC100500773,2,2,8,2,5,0,2,9,2,3,4,3
CRH,0,0,0,0,0,0,0,0,0,0,0,0
PLEK,72340,32638,66628,44514,53776,46864,48067,74046,57302,73973,18876,59270
GART,4298,3616,3284,2091,2388,2517,2954,2600,4434,2894,2816,5590
LOC728724,4,0,6,0,1,3,1,5,3,2,2,2
STAG3L1,11,29,38,18,9,16,28,7,15,22,22,23
MKNK2,27731,24933,29956,19951,38836,30916,24884,25456,35862,26041,25934,32101
LOC255025,0,0,0,0,0,0,0,0,0,0,0,0
AP2A2,7454,5626,7808,6655,5779,5491,6526,6765,8983,7011,7172,9631
BAD,1841,2025,1875,1750,1881,2498,2148,2249,2784,2104,1560,3009
EIF2AK3,4398,2904,7375,4507,7180,3120,4566,5958,4013,5260,10562,4514
ZNF839,1130,1367,1480,1181,1701,1535,1495,1205,1776,780,2917,1766
DAAM2,2,10,5,5,8,7,7,4,3,9,21,6
MURC,17,23,18,16,26,31,30,18,31,6,29,20
ZFR2,60,60,47,49,97,115,134,37,106,55,92,68
PSEN2,1223,748,1069,853,771,1193,948,881,1187,966,457,1159
SLC4A10,675,609,246,350,469,2921,6264,245,918,627,1988,1056
TXNDC17,1282,822,1165,699,1090,954,835,1144,1368,1179,688,1400
MIR3131,2,0,1,2,1,0,0,2,1,0,0,0
CCDC144A,23,5,3,10,39,4,0,21,28,24,56,24
MIR4520B,0,0,0,0,0,0,0,0,0,0,0,0
ZC3H4,9016,7461,7590,7286,6124,9297,8171,6643,9813,9045,7435,11835
PRICKLE3,1130,609,928,775,540,742,653,753,985,750,612,1190
USP46,1761,1284,2322,2987,2975,1747,2078,1755,1699,1706,2117,1597
C11orf46,2258,2449,1625,1858,2497,3401,2639,1495,3344,1539,2830,2973
TRIM6-TRIM34,2141,1143,1941,1456,1084,1808,1237,1876,2651,1627,1131,3284
USP17L5,0,0,0,0,0,0,0,0,0,0,0,0
PDE12,3428,2648,3749,3115,5615,3393,3564,4271,3090,4148,5130,3491
CSPG4P1Y,0,0,0,0,0,0,0,0,0,0,0,0
ABCC5,3061,3009,4609,3316,3209,3702,4021,3429,5084,3650,3188,4675
ZNF683,2974,7170,3396,4648,695,1405,4280,686,1578,2767,848,1654
RBM39,17666,11762,27933,20533,38282,19059,19512,22471,21249,24324,40264,20866
IFNA17,0,0,0,0,0,0,0,0,0,0,0,0
PLCD4,348,409,357,410,508,361,434,399,356,413,425,441
HPDL,57,67,63,62,87,59,54,39,104,50,100,72
TNNT2,0,0,0,1,3,0,0,0,0,0,0,0
CRELD1,2398,2385,2284,2378,1757,3318,2947,2608,2743,2583,3271,3271
SNORD65,15,6,32,47,43,15,20,19,6,12,42,13
LAMC2,0,0,0,0,0,0,0,1,0,1,1,0
LOC401397,867,943,757,576,399,619,887,786,1081,657,336,998
HIST1H1C,795,1138,697,662,852,997,703,1387,1033,708,773,1254
NCRNA00263,43,71,46,51,48,103,68,34,155,66,132,82
HRG,0,0,0,0,0,0,0,0,0,0,0,0
PDZD9,23,3,14,19,32,14,13,20,15,8,34,18
LOC387646,271,202,381,422,391,211,392,229,343,333,510,455
VN1R2,0,0,0,0,0,0,0,0,0,0,0,0
RNASEH2A,1127,1142,977,677,570,1071,1125,779,1298,893,548,1352
LOC653486,25,34,7,4,28,18,21,35,60,16,5,30
CGA,0,0,1,1,0,0,1,0,0,2,2,0
NHEG1,0,1,1,0,0,0,0,0,1,0,0,3
UBE2F,5923,5356,5574,5626,5656,8374,6881,5313,7910,5033,5250,7680
GOLM1,4805,1866,3605,2710,2665,4294,2367,3952,3930,4112,1678,3982
DDX17,35067,22183,37273,26941,27371,16962,33715,35707,29594,42542,49278,40780
TMPRSS11BNL,0,0,0,0,0,0,0,0,0,0,0,0
NDFIP1,16457,17682,17368,15078,16617,23566,18820,16003,23185,18852,18532,24275
BMPR1B,3,8,7,6,8,4,9,2,7,13,4,1
ZYG11A,12,5,22,6,9,8,6,7,9,14,10,7
DNAAF2,2326,1560,3582,2496,7741,1583,3554,6633,2150,7749,5605,2147
DKFZP686I15217,270,609,270,213,298,383,275,353,492,260,233,437
CCDC149,1990,631,3125,2019,1284,1475,825,2414,2684,2168,544,2712
TACR2,58,36,80,72,79,69,34,54,52,110,60,52
C17orf91,3240,759,7988,4373,6744,3031,1519,8572,2764,5386,3119,2546
IRF2,11173,7131,7221,6666,4728,7608,9033,6499,11661,6455,5595,12902
OR2C3,0,0,4,2,1,0,0,5,0,2,0,6
HYMAI,6,4,15,21,12,1,4,21,6,12,6,4
MBLAC1,161,247,186,127,210,184,229,168,217,185,189,196
NLRP11,1,0,2,1,0,1,1,0,6,0,0,1
PRAMEF11,0,0,0,0,0,0,0,0,0,0,0,0
HLA-DQA1,21833,3878,18507,16277,11771,11966,8633,28352,23847,15254,6164,9798
SGOL2,540,495,507,402,313,396,561,380,734,406,337,677
MIR4722,5,8,9,12,13,3,10,3,5,2,11,8
ALPP,1,0,9,0,3,2,1,2,0,0,2,2
PTPRC,216324,199160,195799,197428,199374,182442,229307,170991,250906,196233,161501,259645
NUDT4P1,0,0,0,0,0,0,0,0,0,0,0,0
BCS1L,910,861,1117,878,883,972,1017,764,1230,832,1557,1182
TAT,0,1,1,7,4,4,5,0,0,2,6,9
FGF18,9,2,26,13,45,6,12,50,5,85,35,6
SYMPK,11867,7969,11160,9266,12170,9446,8439,10444,10998,10420,10973,11751
TMEM232,4,13,10,10,7,21,13,7,13,19,39,2
ATP6V1D,3591,2356,2997,2182,2112,2164,2914,3315,3894,2718,1409,3580
TCP11,2,0,4,3,2,21,5,7,7,8,2,7
IGF2,0,0,0,0,1,0,0,1,0,0,3,0
ZSCAN5B,6,2,5,7,3,3,4,4,3,3,6,3
ACCN1,0,0,0,0,0,0,0,0,0,2,0,0
CASS4,1620,996,3060,1237,3909,1919,1541,2747,1544,3293,2850,2191
OSTN,7,18,10,1,0,1,3,1,14,3,4,7
LOC100506585,2208,436,1740,1018,992,1674,408,1388,1640,1463,166,2076
TNFSF9,1313,156,1204,1278,3986,445,2323,1748,600,1042,1187,267
LEUTX,0,0,0,0,0,0,1,0,0,0,0,0
HMGCLL1,0,0,0,0,0,0,0,0,0,0,0,0
ZNF609,14747,9548,16319,15418,16729,17527,14167,14865,16219,19521,23296,18891
IDH3G,7014,4885,7150,5306,5210,7023,5570,6877,7586,6578,4703,8026
GSTK1,24829,19167,20513,22712,21280,27463,26471,20876,28327,21460,23194,29469
KIAA0368,10659,7133,12245,9846,10830,9370,9308,9160,11922,10114,9171,12450
TIMM10,1211,1179,905,725,1127,1078,1101,1184,1652,1031,1056,1436
EFCAB9,0,0,5,1,1,2,2,2,2,2,2,1
HIST2H3C,0,0,0,0,0,0,0,0,0,0,0,0
SNX15,0,0,0,0,0,0,0,0,0,0,0,0
AKR1B15,0,0,0,1,0,0,0,0,0,0,0,0
ZNF738,432,549,445,485,432,486,516,332,699,313,623,787
SYT12,0,0,0,0,1,0,0,0,0,0,0,0
COPG2,1671,996,1165,1316,1268,1341,1256,1636,1853,1117,1026,1770
OPRM1,13,17,19,18,31,11,22,4,13,12,16,14
NDUFS7,5179,4117,4868,3553,3756,5390,4634,4783,5894,4794,3223,6575
TNFSF4,608,804,355,293,609,422,429,509,820,428,439,619
GNAS,83590,92398,83071,71050,93304,97929,90251,89223,110174,84983,79368,110588
ENTPD7,1177,656,1293,992,1180,1053,913,1358,1050,1489,774,1179
UBXN8,479,441,455,373,278,391,426,405,594,421,301,615
KIAA0391,2907,3488,2987,2946,3688,4468,4438,2539,4786,3183,4891,4804
PCCB,2611,2228,2469,1837,2274,2959,2358,2597,3061,2083,1903,3328
PRAMEF20,0,0,0,0,0,0,0,0,0,0,0,0
LOC653550,0,0,0,0,0,0,0,0,0,0,0,0
SNORD114-2,0,0,0,0,0,0,0,0,0,0,0,0
MRPS9,1738,1381,1573,1049,1349,1161,1554,1293,1895,1282,1635,1812
GSN,13324,4978,10401,11409,6115,11931,5579,15695,15484,12806,2466,12204
FAM190B,12257,17061,15530,18007,18733,18241,24291,13067,18081,17590,25727,17141
ANKRD26,1142,817,1524,1265,1150,916,1399,977,1390,1276,2294,1836
LOC728377,20,25,35,19,25,24,45,17,22,40,59,30
GPR149,0,0,0,0,0,0,0,0,0,0,0,0
TNFAIP2,36399,5503,34380,24402,19069,13250,11997,37190,28266,32464,9944,31801
AQP6,1,2,5,0,0,8,1,1,0,3,0,0
MPI,2862,3107,2939,2601,2391,3678,4129,2677,4733,3094,4271,4953
RBBP5,2866,2665,2793,2022,3625,2085,3235,2608,3083,2798,2946,3737
GOLGA7,8898,8412,7882,7778,7965,11049,10541,7820,12078,7670,6989,12628
MIR374C,0,0,0,0,0,0,0,0,0,0,0,0
TRPM5,7,7,20,12,19,3,5,19,3,45,62,4
FAM171A1,351,689,339,300,412,526,758,206,781,508,579,674
GPR126,176,39,562,109,135,320,120,183,181,410,98,189
WRNIP1,5552,5883,6578,5601,5791,5818,6032,5122,8257,5675,5889,8235
KCTD6,489,465,430,442,472,666,431,460,790,413,396,617
SNORD45B,37,18,61,89,134,27,57,17,34,25,166,33
C6orf226,655,710,660,587,730,1261,677,750,922,643,735,1041
ESPL1,140,149,238,130,207,122,59,75,180,73,123,114
MIR384,0,0,0,0,0,0,0,0,0,0,0,0
ENTPD5,511,351,524,449,482,574,573,617,592,591,513,649
PHF20L1,6773,4688,7600,6423,6109,4776,5992,6577,8142,6989,7140,9556
LOC90246,2,5,3,4,19,2,2,2,0,9,2,0
FAM90A19,0,0,0,0,0,0,0,0,0,0,0,0
LPPR1,0,0,0,0,0,0,0,0,0,0,0,0
CRTAP,23969,13583,30212,21461,17586,23017,18057,26252,31272,25273,11250,29729
SSR4,12474,15441,11546,10099,10575,16465,14737,11810,15545,12308,10935,15628
C17orf37,3388,3227,2705,2293,2145,3214,2891,3134,3713,2752,1778,4286
MIR769,1,0,1,3,0,0,0,0,0,3,1,1
ODZ3,1,0,2,2,2,0,0,2,0,2,0,0
NAP1L2,314,575,422,450,560,825,884,358,566,440,455,695
LOC643770,55,45,57,42,53,107,51,59,101,44,72,128
OR10A5,0,0,0,0,0,0,0,0,0,0,0,0
CYLC1,0,0,0,0,0,0,0,0,0,0,0,0
DOK1,5298,3473,4137,3155,2273,3560,3029,3761,5585,2892,1638,7297
DERL3,921,280,1446,473,673,591,422,938,1383,613,562,783
MAPK14,12763,8081,11048,8270,7313,6305,8235,9389,13806,8209,6875,16453
PPFIA1,6172,3541,7683,5718,4998,4124,4613,5579,6699,5577,6166,6678
OPLAH,584,212,588,310,393,444,202,819,523,344,310,605
TDRKH,887,1281,585,708,667,894,1463,539,1260,672,843,1150
HSD17B1,777,873,634,482,464,653,642,454,1154,536,502,1322
DLEC1,253,267,340,528,495,312,456,248,434,312,721,461
XRCC4,1173,609,1024,802,700,980,682,971,1429,876,553,1449
ZNF778,593,935,969,814,1009,824,822,637,814,638,731,971
ZNF331,16082,1232,28168,8203,48259,3436,26150,21017,2313,26007,62213,2052
TGM2,1144,131,509,384,320,371,265,460,869,717,89,437
MIR27B,1,0,1,0,0,0,0,0,0,0,1,0
MAP4K4,23860,12790,34139,24414,30095,25678,19247,25826,27607,30424,33387,28322
CDH6,17,11,3,1,3,10,6,12,4,5,0,8
SDK1,40,38,73,26,77,80,59,47,43,72,106,78
RARS2,2557,2330,2628,2262,2247,2356,2197,1974,3291,2163,2907,3324
FAM187B,1,1,0,2,6,0,0,2,2,2,1,0
HES1,923,11,1604,230,803,132,307,962,111,785,512,253
AMPD1,4,1,3,1,1,1,0,3,9,5,4,8
EXD2,1196,1067,1119,928,872,876,1270,957,1438,1148,1193,1606
FBXO6,3466,1836,2038,1498,1417,2611,1996,1938,2778,1937,847,3811
HYAL1,15,9,43,28,41,15,19,30,21,23,30,23
C5orf39,1320,2174,1530,1427,1909,2071,2936,1378,2013,1786,3095,3297
NPRL2,1661,2121,1918,1529,1892,1343,1817,1299,2073,1306,2576,2158
STK19,788,491,886,645,839,613,573,803,851,830,898,905
KIAA0528,5599,3943,5887,4348,3967,3069,4200,3906,5850,4281,5285,6317
UBE2A,6403,4676,6551,5004,6231,5126,5264,6310,7711,5993,3999,7846
C13orf30,0,0,0,0,2,0,0,0,0,0,0,0
MUC7,0,0,0,0,0,0,0,0,0,0,0,0
GPT2,453,339,533,268,271,317,294,401,581,425,202,478
RBL2,30097,41331,33029,35053,34535,46096,49086,28586,50113,36791,55037,48530
HS3ST2,0,0,0,0,1,1,0,2,0,1,0,1
GPR133,1347,151,1395,1178,537,828,248,844,552,1097,258,849
SLC29A3,1742,1174,1601,1108,910,1155,1298,1063,2168,1068,678,2361
LOC285540,93,118,86,86,56,101,62,30,69,96,84,148
FAM166B,11,9,13,11,14,8,9,16,9,7,12,11
HECTD1,14526,8608,18941,18198,20742,10920,13806,15241,12873,17080,22204,14318
DRP2,25,2,19,7,13,41,17,2,15,43,36,18
STX1B,104,32,56,88,124,99,80,47,115,115,222,86
FGF23,2,0,0,2,1,0,3,3,0,2,1,0
SLC38A4,1,0,1,5,0,2,2,1,2,0,0,2
ZC3HAV1,31287,25523,33728,32349,45664,30834,40603,29516,28570,41781,50358,33300
SLC35A2,1799,1152,2301,1437,2724,1203,1434,2346,1636,2806,2248,1984
ASMTL-AS1,102,101,187,169,254,49,67,98,73,147,388,144
MIR127,0,0,0,0,0,0,0,0,0,0,0,0
OR4D6,0,0,0,0,0,0,0,0,0,0,0,0
LOC150568,0,2,2,0,0,1,0,1,0,0,1,0
UNC45A,7240,7673,6594,5662,4895,6874,7055,6055,9321,6225,4349,9595
MED27,1037,822,1048,805,1202,1083,1127,981,1087,937,1028,1188
KIAA0196,7162,5260,7624,5756,5574,5856,6067,6323,8544,6638,4643,8518
HAUS5,1213,1218,1323,1035,1598,1446,1472,1018,1539,1374,2583,1814
CD44,118549,74102,111084,109539,111908,118785,118551,142487,140612,128711,90314,140917
SLC37A2,9001,1249,7889,4678,2512,5365,2382,7663,8408,6655,968,7808
TOX4,8533,7459,9217,6373,6995,7537,8270,8194,9840,8179,6188,10758
RAB3A,302,179,380,341,358,514,358,421,418,245,392,345
CCL11,0,0,0,0,0,0,0,0,0,0,0,0
CHRNA1,0,2,5,0,3,0,0,7,0,9,2,0
ZNF460,1102,751,1204,1471,1212,1208,1120,1173,948,1190,2015,989
ITGA11,3,0,3,6,20,0,1,5,8,5,3,3
CERS1,1,0,4,0,6,0,2,1,1,8,5,0
GUSBP3,18,22,51,31,26,46,11,22,2,39,71,18
SGK196,609,479,539,545,504,736,421,414,625,469,639,613
FRY,5962,2478,6793,7610,4849,4108,3316,7574,4771,6859,4624,6212
STAT3,28840,19402,24143,21185,25646,20600,23820,23360,27203,25522,23076,32718
CTH,307,99,539,152,549,104,282,449,122,772,562,144
MOSPD3,1534,1702,1649,1380,1503,1979,2217,1536,1660,1360,1259,1981
KRTAP12-3,0,1,5,2,1,3,5,0,2,0,7,2
DUT,3130,4852,3680,3180,3409,4467,4410,2782,5203,3179,4255,4933
NT5C1B-RDH14,1200,1592,1061,1051,1202,1838,1354,949,2081,885,1389,1944
LOC100133920,0,0,0,0,0,0,0,0,0,0,0,0
MIR890,0,0,0,0,0,0,0,0,0,0,0,0
TNFRSF13B,580,534,298,145,311,243,443,266,1107,287,205,401
GNB2,35820,21683,34843,26269,25643,35870,25125,37231,40758,33159,15642,43865
MIR3153,13,4,12,15,15,1,11,4,1,5,22,4
C13orf15,10187,2197,15116,13396,36842,2304,18481,15853,3808,20128,43102,4242
SNORD115-24,0,0,0,0,0,0,0,0,0,0,0,0
LOC647107,0,0,0,0,0,0,0,0,0,0,0,0
MIR4511,1,0,0,2,0,0,1,3,0,0,1,0
MRPL23,4438,3590,4027,3564,3657,4658,3903,4214,5758,4115,3391,5010
DZIP1,1,0,4,0,2,3,2,0,1,2,0,0
BDH2,469,820,448,467,613,677,829,483,694,430,812,737
RUNX2,5667,2823,6693,5813,5975,5416,8971,4636,4628,5573,6102,4683
LOC151162,7668,7737,7834,7658,12478,7489,9628,8761,8865,8331,10785,8273
AZGP1P1,0,0,0,0,0,0,0,0,0,0,0,0
IL1RAPL1,1,0,0,0,0,0,0,0,0,0,1,0
DHDH,13,48,23,20,21,21,26,18,23,21,54,34
C11orf52,0,0,0,0,0,0,0,0,0,0,0,0
GLT8D1,3231,3585,3046,2856,2396,4191,3649,2501,5136,2313,2524,5255
C12orf69,2,0,5,3,2,1,3,5,1,8,2,2
SLC30A8,7,17,3,0,10,1,1,3,5,2,0,8
SNHG4,104,104,218,158,227,293,119,186,283,163,401,191
