GENE_SYMBOL,ES740463,ES740496,ES740562,ES740637,ES740640,ES740691,ES740706,ES740712,ES740724,ES740772,ES740790,ES740871
MIR433,0,0,0,0,0,0,0,0,0,0,0,0
ARHGEF38,148,185,182,185,141,210,173,145,255,161,202,221
MIR195,0,1,1,1,1,1,3,3,0,3,0,0
CBFA2T3,6832,1553,8217,4694,4350,4647,3264,6007,5940,6721,2153,5871
THAP5,1882,2382,1664,1329,1802,2222,2557,1378,2810,1517,2081,2900
ZNF729,0,0,0,0,1,0,0,0,0,0,0,0
ZGPAT,4535,4934,4757,4016,4574,4509,4890,3751,5803,4418,4932,6019
GK3P,77,38,54,74,42,37,33,82,48,87,22,61
NANOG,1,0,0,0,1,0,0,0,0,0,0,0
ORM2,32,38,55,69,95,20,46,50,25,66,75,30
VAMP7,7734,6968,7879,6316,6725,8674,7243,9020,10829,7361,4279,10176
NFYC,5774,3239,5290,4148,3730,4483,4765,4893,5883,4801,3914,5895
NAF1,1190,584,1665,1058,2170,920,1352,1651,908,1893,2302,1044
MIR432,0,0,0,0,0,0,0,0,0,0,0,0
MSR1,2997,156,1822,1105,714,809,632,2178,840,2719,457,863
MTRNR2L8,50,70,47,112,55,96,68,52,73,53,88,79
RIPK3,1482,1385,1492,1302,1140,1146,1333,1293,1959,1244,1489,2199
MIR1233-2,0,0,0,0,0,0,0,0,0,0,0,0
CCDC166,0,0,1,0,0,0,0,0,0,0,1,1
PPIH,1644,1995,1358,1544,1528,2459,2094,1353,2180,1530,1640,2093
KRT12,1,0,0,0,1,3,0,0,1,2,0,0
NFKBID,1807,396,2769,1929,3089,529,1021,2253,798,2407,2964,878
EFTUD1,2652,2339,2451,2107,1840,2176,2649,1875,2985,2070,2450,3244
ADAT2,287,320,439,378,467,277,378,276,352,352,1154,371
MRPS23,2296,2455,1788,1354,1553,2487,1669,1485,3005,1254,1391,3326
ARGFX,0,0,0,1,0,0,2,0,1,0,0,0
SPTBN5,170,240,693,335,631,221,267,218,371,289,705,244
MIR4677,4,1,5,3,1,2,1,3,2,2,2,4
C10orf113,0,0,0,0,0,0,0,0,0,0,0,0
ABI2,2595,3425,2632,2719,3059,3579,4121,2160,4426,3037,4195,3518
SNX11,5831,3090,5333,3532,3571,4294,3791,4823,6467,3438,2723,6993
SLC4A1AP,2559,1948,2731,2046,2371,2231,2166,1903,3268,2252,2444,3669
LOC100129034,13111,4289,12260,10668,6899,8750,6957,11559,12446,10806,4277,11198
A2ML1,4,1,3,6,3,2,2,6,7,4,2,8
RALGDS,9286,12772,12781,12781,17561,12536,13164,10548,12930,10842,13038,14054
B4GALT6,580,654,435,359,499,612,484,681,686,403,162,738
CYB5R1,4258,4655,4195,3265,3509,4467,4014,5096,5273,4051,2999,5843
TTC34,7,3,6,10,5,13,11,2,12,7,32,11
QPCT,4307,2210,5972,2898,1860,4031,1343,6005,7276,4451,1067,6037
GP9,819,1523,270,283,885,425,241,1234,988,380,105,757
GRIN1,5,3,40,10,16,4,10,25,9,12,10,11
SNORD64,0,0,0,0,0,0,0,0,0,0,0,0
GHITM,23719,19003,21828,17203,20052,25409,21154,21312,30209,20670,13246,29197
TES,15502,12754,14546,11680,15111,17448,16238,14093,18803,12945,10874,20879
EFHC1,230,191,420,391,327,195,325,294,346,272,518,297
MIR197,7,1,11,12,23,4,6,13,4,14,12,2
C20orf177,2731,3085,2867,2556,3153,3401,2738,2051,4128,2010,3067,4303
ABHD3,2964,2463,2752,1988,1558,2011,2832,2147,3435,2299,2219,3581
C14orf118,2700,1461,3028,2849,3366,2194,2268,2348,2408,2894,2611,2730
ITGB1BP3,0,0,0,0,0,0,0,0,1,0,0,0
RBKS,152,178,134,107,133,167,229,133,224,150,145,194
PTPRZ1,0,0,0,0,0,0,0,0,0,0,0,0
RAB11FIP5,2957,5038,3189,4891,4089,2961,5794,1921,3012,2494,2771,2991
BIRC3,24805,13567,20590,23180,42540,19809,24463,23578,25000,30830,50316,22526
CABP7,44,33,44,48,100,35,52,45,35,62,57,43
TRABD,8878,6993,10536,7303,10626,7972,8097,7915,10928,9022,11851,11046
ATP8B5P,412,381,500,292,453,349,336,431,535,391,278,563
EPHX4,76,298,52,35,226,100,148,33,114,47,25,50
LOC100133445,251,201,400,292,391,267,314,308,277,327,420,314
TXNL1,4759,4273,4601,3831,3311,5028,4492,4426,6301,4076,3927,6136
LOC285484,18,34,19,19,31,31,39,7,20,17,10,12
MIR29B2,17,3,22,30,27,3,9,8,9,11,26,10
MFSD6,7257,6060,6185,7942,10420,6953,9441,6561,6645,8039,9078,7297
OMD,12,4,4,6,10,3,3,11,0,7,2,6
FAM204A,3786,3267,3951,3367,3039,4230,4030,3741,5294,3404,3033,5444
SUCLG1,5402,4719,4690,3465,3075,4846,4515,4115,6574,4189,3235,7015
KDELR1,8322,5398,7523,5539,5136,7102,6178,7662,9770,7313,3808,9556
DSP,191,177,139,0,2,221,124,4,0,255,729,508
ATP9B,3260,2779,3398,3052,3538,3518,3239,3363,3404,3409,3561,3449
LOC100287559,207,60,468,241,276,109,81,765,104,594,153,177
CA8,53,17,90,44,14,22,25,40,47,32,3,45
C12orf73,208,253,214,230,207,225,208,173,321,160,258,308
MCART1,986,929,1138,1081,1027,943,1045,1004,1181,887,1107,1087
GRIN2B,0,0,0,1,0,0,2,1,2,0,0,0
MIR4721,29,24,29,22,37,26,38,32,26,22,26,26
C1orf116,33,39,34,56,85,53,31,102,83,43,18,57
EIF2S3,30125,16847,22568,23357,16774,27414,26482,29421,39382,31634,27915,27184
GBA,3979,2369,4108,3045,2378,2900,2928,4045,3696,3424,1636,4484
GSS,3082,2714,3144,2504,2698,3255,2980,3282,3838,3009,2739,3653
ATP8B2,18105,27340,18851,24424,26146,26107,29263,15062,30938,22742,39591,31026
DUSP22,4800,3416,3984,4134,3061,4745,3758,4821,7181,4651,3099,6004
AMELY,0,0,0,0,0,0,0,0,0,0,0,0
MYOCD,0,0,0,0,0,0,0,0,0,1,0,0
ZNF510,1565,1847,1405,1457,1761,1433,2389,982,2173,1433,2676,2543
TOPBP1,5877,5073,7302,6956,6463,6063,6342,5374,8957,5928,7444,8510
GBP6,35,35,18,40,32,21,37,25,45,20,34,48
LIPG,1,0,1,0,2,0,0,0,0,2,0,1
ODZ2,0,0,2,1,0,0,0,0,5,7,0,0
C1orf114,10,8,14,13,14,7,14,17,10,14,9,12
TUSC3,16,2,2,0,0,0,0,0,0,0,11,0
PGAP2,1318,1144,1416,1112,1526,1578,1317,1142,1750,1252,1734,1613
TMEM87B,6549,5193,6110,4849,4401,5582,5758,5428,7564,4763,4947,6808
ABP1,60,0,70,17,5,28,4,15,6,20,1,39
TSPYL2,4531,3601,8240,5958,16011,4168,6900,4163,4316,6952,23173,4291
DKFZp434J0226,0,0,0,0,0,0,0,0,0,0,0,1
DYNLT3,2288,3426,2082,1817,2183,2692,3628,2102,3494,2259,2151,3244
SLC7A1,4784,4080,5142,4728,6531,5656,6758,4757,5340,5468,5691,5330
USP45,604,652,871,698,976,523,888,637,885,676,1140,799
SLC38A1,33862,46829,33502,40488,61629,45432,60877,31735,52471,42487,57236,44302
ALDH2,22514,5747,22818,19254,12847,19159,8735,34774,23326,21689,5711,20963
MIR219-2,0,0,0,2,0,2,0,1,0,0,1,0
CXorf61,0,0,0,0,0,0,0,0,0,0,0,0
METTL13,2905,2988,1615,1358,1026,1577,2534,1210,3720,1378,1104,4509
MIR4754,0,2,3,5,2,7,4,2,0,3,4,0
LRIT2,0,1,1,1,3,0,1,0,0,0,1,0
SNORD116-16,1,0,0,0,1,0,0,0,0,0,0,0
LOC100507053,19,47,40,42,66,34,42,14,35,34,207,67
PPIAL4E,0,0,0,0,0,0,0,0,0,0,0,0
C4orf41,5964,3493,5657,4580,4098,4299,4105,4651,6757,4408,4635,7691
FEM1C,8911,1952,9691,6208,13140,4149,5387,11731,3952,11945,6907,3611
TSG1,0,0,0,1,1,0,0,0,0,0,0,0
C20orf194,2258,958,3988,3154,3246,1342,1484,2670,2059,2649,2440,2393
SH2D4B,5,7,10,15,26,10,6,10,15,8,14,11
OFD1,2503,2822,3261,3363,4577,2123,3694,2170,3476,2574,7209,3216
SNORD61,9,3,3,6,5,2,4,3,1,4,14,3
ZNF528,556,724,439,467,466,457,845,266,601,403,956,622
SMU1,6082,4872,6449,4551,6181,5298,5126,6387,7012,6211,5745,7600
MIR3649,0,0,0,0,0,0,0,0,0,0,0,0
C10orf68,68,93,118,135,133,111,93,33,129,93,268,109
SPON2,11929,9740,9419,6909,7232,30776,9097,11177,12845,3639,4490,17889
STK36,842,564,1431,914,1033,604,883,999,995,928,1231,993
AVP,1,4,3,2,4,2,1,12,7,6,11,1
AP4B1,1911,1198,2678,1911,2912,1353,2217,2116,1523,1898,4124,1745
FAM45A,378,173,356,224,270,235,167,308,362,266,147,479
NUPL1,4477,2854,4618,3148,3654,2643,2955,3566,5121,4159,3510,5930
FAT2,74,68,45,96,71,51,42,29,35,32,48,80
PABPC1L2A,0,0,0,0,0,0,0,0,0,0,0,0
DNMT3B,129,97,137,96,114,128,94,136,159,155,145,108
BCL11B,20988,25641,21243,29506,34041,28880,41847,16445,32980,35859,58807,35034
LOC100507567,229,178,257,179,171,197,156,170,236,170,185,281
ALKBH4,808,834,658,678,670,1130,733,553,1167,445,558,1310
NUDC,4433,3772,3940,2960,3095,3851,4424,3094,4929,3763,3401,4740
ZNF70,341,244,304,337,299,281,387,206,462,254,323,548
MTRF1L,520,526,663,496,665,760,462,544,751,561,576,920
WIPF2,7872,5802,7410,6428,7912,6939,8086,7078,7858,7024,5703,8442
NLRP13,0,0,0,0,0,0,0,0,0,0,0,0
ZNF146,7401,8389,6415,5961,5141,6180,8762,5108,10686,5734,6061,11544
SUMF1,4888,2224,5164,4060,3486,4410,4119,5625,4822,4029,2185,6215
PPP3CA,10745,6361,11245,10234,11294,8654,10753,11545,12128,9939,8750,11629
LOC100288748,0,0,0,0,0,0,1,0,0,0,0,0
ZBTB44,10693,15226,10518,13349,12442,13018,18218,10388,17010,11799,10811,15536
TUBGCP5,1108,700,1367,828,1598,820,1100,1073,961,1038,2525,1484
ZNF83,1025,1193,1557,1199,1595,887,1590,888,1471,1079,3699,1587
PGK2,271,172,287,180,233,300,125,284,295,266,130,286
FOXL2,2,0,5,0,6,0,0,4,2,8,2,1
APLP1,20,4,97,25,40,8,13,60,7,53,54,14
LOC100505746,1840,1959,3782,2849,3235,2111,2047,3742,2200,2428,3229,1861
ANXA1,92908,64923,112555,83636,108957,69376,71552,120301,117626,118628,57687,116303
TMEM144,502,106,789,349,165,225,137,523,439,424,65,558
MRPS11,1928,1869,1736,1318,1234,2001,1822,1685,2449,1551,1137,2633
LOC100131635,1,0,1,3,2,1,1,1,0,1,2,0
ADAMTS5,310,138,563,270,92,183,132,441,244,306,43,435
TMC6,21050,25176,23435,21363,30968,30066,31224,18910,32926,23672,39251,31235
DMXL2,20821,3087,23370,17813,11245,7601,4075,20366,14307,17784,4443,19207
C16orf5,6207,5178,5045,4497,4704,6260,6265,6236,7923,6144,3260,7152
GSTM2,220,73,255,216,252,267,605,237,324,309,693,240
PADI6,100,5,61,97,1,6,114,100,123,12,2,0
TWIST1,5,5,1,5,0,9,0,2,2,3,12,6
FSHR,0,0,0,0,0,0,0,0,0,0,0,0
PTPDC1,560,479,583,507,585,678,838,436,766,574,392,647
PDE6B,645,849,791,625,798,1114,830,605,949,697,1116,938
IL1RN,5495,1437,6284,4435,3402,2655,2587,10241,4337,8917,1820,6397
TSPYL6,3,4,6,6,2,1,6,13,1,5,0,0
LRRC8E,4,2,13,4,11,1,3,2,3,7,10,10
ZSWIM7,1367,1330,1585,1261,1180,1929,1334,1629,2042,1316,1386,2301
GPATCH1,1129,899,1320,1147,1059,954,1385,817,1522,974,1865,1589
WDR83,1063,1055,1218,1066,1157,1308,1110,968,1407,981,1401,1519
THBS3,1000,661,1453,1077,1643,1031,781,1493,1191,1160,2321,1532
ARHGAP22,486,123,731,298,231,278,340,500,720,298,177,568
ORAI3,3377,1992,3037,2111,1416,2927,2162,2858,4369,2331,1102,4390
ACAT2,1743,1556,1666,1208,1449,1760,1416,1545,2029,1581,1303,2404
TPTE,0,0,0,0,0,1,1,0,0,0,0,0
RNF219,1760,1796,1690,1410,2177,1364,2003,1140,2209,1185,1984,2674
LOC338799,508,604,869,896,1194,1237,555,636,714,1013,2478,492
C15orf23,744,371,560,451,498,489,410,387,707,388,297,812
LOC100131257,2,2,1,2,2,1,1,2,1,1,1,0
GINS1,150,159,133,96,97,151,120,84,229,69,99,192
EGFR,157,251,0,0,0,179,186,147,0,186,0,0
PPM1M,11021,9254,13652,9931,8913,15795,9794,11140,14969,11356,6243,18401
KLHDC5,2315,1887,2395,2079,2410,2828,2233,2169,2908,2522,2729,3284
CX3CL1,0,0,0,0,0,0,0,0,0,0,0,0
MMP15,128,148,161,99,137,194,121,99,206,171,66,164
OR6C74,0,0,0,0,0,0,0,0,0,0,0,0
HLA-L,2442,2559,800,1056,3914,575,1306,1519,1842,2260,1626,5039
CCDC111,1189,1138,997,818,598,1144,1115,692,1638,841,759,1568
OSGEP,2724,2233,2533,2020,1986,2454,2057,2127,3042,2086,2643,3524
IGSF5,0,0,0,0,0,0,0,0,0,0,0,0
LIN7B,193,265,265,228,218,304,293,172,316,223,333,427
SOS2,10846,8273,11652,11716,10332,11568,10366,12576,13633,11117,10220,13822
MIR4291,0,0,0,0,0,0,0,0,0,0,0,0
MIR573,7,7,21,15,14,12,11,13,13,24,19,18
LOC729506,6,6,5,5,1,14,9,11,4,10,4,15
KCNK9,4,2,3,5,7,4,0,2,2,9,6,5
CCDC56,1952,1910,1560,1208,834,1375,1969,1402,2285,1468,731,2560
SUMO1P1,36,13,27,26,18,15,22,50,33,39,7,63
SND1,25084,14036,25503,17501,17941,21491,19005,20556,27114,23926,14660,27397
FOXC1,33,7,33,18,47,8,11,38,27,39,14,37
EDN1,34,6,37,25,67,17,24,225,21,160,88,30
AGRP,14,4,23,19,10,25,8,13,27,22,4,17
GBP2,24119,12458,14286,15829,20390,13217,19838,11766,20188,14836,18459,24363
BIN1,9668,16970,13002,9130,11473,13955,15443,8111,13066,9365,16951,19322
MICB,4030,3050,3901,2869,2844,3499,3418,2501,4203,2259,3025,4552
MIR4422,0,0,0,0,0,0,0,2,0,0,0,0
EGF,450,1126,115,122,433,218,195,786,406,228,67,476
GPR141,734,442,947,615,512,465,483,677,741,598,160,768
CER1,0,0,0,0,0,1,0,1,0,0,0,0
MMP23A,1,0,1,3,1,1,1,1,1,1,1,3
TMEM120B,1046,1332,1554,1261,1937,1331,1833,1045,1412,1305,1879,1464
COL13A1,91,23,73,81,57,188,100,25,202,23,22,243
LOC643339,6,8,6,2,9,10,5,5,2,2,11,8
CT47A10,0,0,0,0,0,0,0,0,0,0,0,0
STX16-NPEPL1,3498,1972,4541,2926,3785,3507,1935,4130,3813,3562,3380,4767
SNORD63,17,2,39,47,44,5,21,10,9,20,58,8
CAPN6,6,0,5,1,0,4,2,3,2,3,2,1
MSTO1,213,241,250,212,242,226,223,173,297,205,472,311
GLI4,852,891,1143,797,956,1007,969,667,1237,724,1287,1283
NDRG2,1529,1659,3153,1510,1701,2778,2587,2129,3662,1780,1780,2614
C9orf117,76,113,105,84,103,46,115,80,85,85,73,77
NR2F1,0,0,0,0,1,0,1,1,0,1,0,0
TRIM28,25204,21065,31686,22312,35502,26085,28332,23686,27621,30515,41314,31860
RPGR,1050,642,1387,1047,1190,502,909,1489,1013,1253,1293,1254
RAB9BP1,0,0,0,0,0,0,0,0,0,0,0,0
CYP46A1,14,7,57,31,28,7,25,16,10,28,23,25
PLCL2,18965,18683,17721,17652,20850,24670,21984,15720,26737,19753,23785,25292
LOC100505676,10,30,23,23,18,16,16,17,19,17,17,22
RPS25,39561,62307,37167,39319,39457,69052,66967,41411,50590,51014,69192,49418
UBE2F-SCLY,1,0,0,0,1,0,1,3,0,2,1,0
WNT6,31,11,47,29,13,14,23,16,37,27,21,43
LRRD1,1,3,2,1,2,2,1,1,2,0,3,1
GPRC5C,62,37,81,57,47,67,52,56,35,186,17,73
SNORD62B,1,2,6,5,9,1,4,2,1,9,14,3
ZKSCAN2,1041,491,1456,1029,1985,1200,881,1382,818,1064,1572,1002
KIAA0649,1116,420,1219,1125,639,843,602,1007,1257,961,315,1450
MIR186,11,13,23,43,40,4,29,14,16,26,69,10
TMEM171,28,223,28,32,150,109,339,24,12,20,87,73
C6orf52,19,18,25,21,12,24,14,22,23,11,12,27
STK32C,4528,621,2766,1568,1244,2168,1865,1596,1699,2062,725,2444
SMG8,1262,916,1419,1361,1880,2578,1169,1267,2245,1260,1619,1923
GGT1,668,598,886,901,984,904,605,1097,1218,1058,383,1155
NR2C2AP,993,1421,945,846,910,1532,1364,726,1458,761,1182,1554
KLHDC7B,1538,1293,769,757,792,1631,1201,802,1376,776,624,2318
GLTPD2,186,145,385,178,452,222,173,603,305,530,92,316
FLG,9,0,39,19,27,4,4,13,8,13,0,39
STON2,287,146,425,251,231,161,101,352,157,168,66,161
MLNR,4,0,4,0,2,0,1,0,2,1,0,4
CD33,8902,2280,8901,7217,4491,7027,3344,9717,9867,8929,1601,10041
TRNT1,823,1333,684,601,529,597,772,585,1094,606,854,1336
RAB6B,626,1581,308,220,681,448,1221,526,793,365,528,532
BTG4,0,0,0,1,0,0,0,0,0,0,0,0
GLB1L3,23,45,30,71,45,22,20,13,30,32,139,42
OXER1,299,112,452,303,199,222,153,424,357,279,151,361
IPO4,3066,2740,3375,2959,4524,2883,3504,2526,2950,3360,4800,3744
PRR15,6,3,3,1,0,7,0,3,7,1,0,2
RXRA,36160,8537,35165,22121,19952,26087,12692,32922,33800,33065,6086,37887
FAM82A1,705,342,651,465,386,531,428,777,865,560,420,765
ZNF416,343,317,409,324,464,464,371,338,464,290,583,458
THSD7A,0,2,1,5,6,3,0,2,3,3,3,1
PLXDC2,9025,1580,9109,6227,5131,4926,2396,9100,6066,8107,1408,8880
PTPRD,5,9,37,13,15,19,4,24,17,3,14,10
DRAM2,7386,4573,6495,5230,4873,6716,6204,6186,10413,8165,4585,7796
LOC645752,1,0,2,1,1,5,3,6,0,0,0,4
ZNF519,218,200,237,239,199,246,324,141,282,283,425,279
NCRNA00255,19,18,27,23,22,27,32,31,38,16,14,45
MXD3,712,461,768,552,815,649,378,613,933,598,634,759
LMF2,6477,5536,7715,6158,7470,5854,7117,6054,6471,6205,9714,8038
RRH,9,7,6,3,6,7,6,6,8,5,10,4
LOC257358,27,21,52,17,31,29,32,84,25,99,48,29
POLRMT,2916,2796,3470,2677,3866,2693,3155,2577,3292,3242,5061,3949
ZNF626,492,748,305,435,360,632,786,264,828,345,640,1004
CCDC125,945,710,1102,703,809,782,804,866,1164,769,915,1281
PRDM7,3,13,3,3,4,0,2,8,1,0,2,2
PCDHB8,1,0,0,0,0,0,0,0,0,0,0,0
ZCCHC24,1405,573,1809,1007,890,1118,655,1561,1667,1395,345,2084
XRCC2,64,39,57,41,94,45,49,47,71,20,100,48
LOC100505832,0,0,0,0,0,0,1,0,0,0,0,2
LPL,625,155,174,31,306,295,43,260,84,77,50,187
OTOF,613,348,70,101,202,139,70,16,139,51,109,156
MIR548AI,0,0,0,0,0,0,0,0,0,0,0,0
CNN1,62,10,14,9,15,8,17,114,12,6,4,23
MIR9-3,0,0,0,0,0,0,0,0,0,0,0,0
SOCS1,2144,738,3039,1455,6622,1461,4478,2429,1406,3188,5441,1561
IRAK2,1339,1324,1512,1168,1871,1408,1887,1898,1820,2324,1146,1646
GTF2H5,1573,1427,1452,1157,859,1236,1472,1246,2027,1177,1263,1766
C16orf59,39,60,57,17,27,52,38,21,55,30,20,36
C11orf67,357,351,304,332,273,295,429,372,459,323,268,474
MT1X,523,548,362,336,407,637,570,331,698,338,466,542
FOXM1,209,306,421,274,358,303,170,193,457,200,284,256
NAB2,1528,694,2041,1629,2531,2730,1183,1651,2239,1576,1445,1777
NCRNA00168,0,0,0,0,0,0,0,0,0,0,0,0
RNPEPL1,29828,28654,31978,27286,32408,34921,31072,27602,37092,28119,21843,37151
CXorf41,0,0,1,0,1,0,1,2,0,0,1,0
SRSF7,16018,10919,21578,17948,31967,11360,19068,13800,15986,19056,36237,15097
ATG3,11309,5705,9512,6432,5823,8139,6071,8893,11787,8695,3656,12578
PGM1,3700,3726,4063,3579,3933,5281,4045,3933,5627,4168,2821,5196
CXCR7,271,593,336,207,141,289,382,247,412,260,212,550
C17orf101,2605,2366,2578,2133,2035,3333,3170,2675,3563,2827,2656,3817
ZNF362,4039,3890,5144,4597,5420,5233,4990,4554,5638,4853,4510,6098
PTGFRN,571,178,699,332,288,464,295,838,837,448,173,387
MIR4491,1,0,0,1,0,0,0,0,1,0,0,0
ARHGAP6,409,410,303,200,423,193,123,766,544,225,71,387
CLTB,6250,5266,5861,4823,5408,7357,6728,5708,7932,5425,3861,8340
HRASLS2,85,41,67,24,39,36,24,43,138,7,19,45
LOC100506497,21,5,23,40,13,2,9,16,7,9,5,18
GRK5,4449,4938,4276,4140,5716,5119,3954,3885,6656,4388,5007,5949
ATP2A3,40003,47846,40698,40214,60029,51594,55217,40911,52808,39592,55230,51275
KSR1,5981,1736,4967,4884,4816,3807,2567,4550,4224,4924,2789,4642
MIR345,0,0,0,0,0,0,0,1,0,0,0,0
GRIK2,0,0,0,0,0,0,1,0,0,0,0,2
ARGLU1,7231,6510,11207,9167,12091,9975,8031,9488,10874,8717,15431,10743
USP21,1927,2286,2330,2128,2314,1555,2294,1564,2754,1788,2891,3108
MIR3912,2,0,0,0,0,0,0,0,0,0,1,0
MIR1538,0,0,1,2,1,0,0,1,1,1,0,0
LOC151484,3,1,0,1,2,1,0,2,1,0,1,2
BAHD1,7015,7048,6765,5424,6767,7642,7880,5929,7732,6279,5886,8608
ST20-MTHFS,1357,1583,1264,701,827,1283,1233,1340,1952,1342,589,1737
ZNF267,4150,2539,4948,3686,6047,5263,3014,6919,4841,8479,3562,4689
MIR3926-2,0,0,0,0,0,0,0,0,0,0,0,0
CCDC74A,1,1,13,2,26,8,7,7,8,14,4,3
CDKN2B,593,108,441,179,280,96,169,785,380,580,95,508
C12orf44,3650,2266,4599,2905,3850,2380,3507,4663,3505,4000,3368,3956
SEMA6B,367,112,1032,411,1952,203,102,4734,180,1933,202,301
STAP1,484,704,333,297,563,543,442,690,838,580,1446,875
KLHL12,3337,2673,3223,2376,2834,3033,2968,2894,3904,2885,2545,3907
SLC22A4,768,185,1034,643,740,500,301,1565,638,1177,287,791
KLK9,0,0,0,0,0,0,0,0,0,0,0,0
DLEU1,407,617,316,408,349,447,543,293,596,328,456,514
FGD3,22594,18833,24621,20601,21736,21188,24015,16786,26307,20361,30692,28742
ITK,22150,28774,27950,31918,39608,26472,40017,14774,32355,27721,68735,32587
DMPK,1237,1534,1596,1894,3445,1861,2457,1127,2192,1421,2926,1735
ASB11,0,0,0,0,2,0,0,0,0,1,0,0
UG0898H09,0,0,0,0,0,0,0,0,0,0,0,0
FBXO34,4303,5019,4247,4110,4873,5932,4303,6939,7503,7369,3541,7390
NAMPT,23755,2994,45259,13517,32362,7591,9367,50423,6176,53995,10892,9793
LOC401010,680,498,677,505,497,645,607,601,716,600,505,886
ATPIF1,4821,6100,4620,3630,3489,6095,5715,3878,6490,4163,3889,6339
C11orf58,12063,12331,11878,10263,11117,14654,13389,10622,17151,10197,11526,17115
OR10H5,0,0,0,0,0,0,0,0,0,0,0,0
MOGAT3,0,0,1,1,1,0,0,0,1,1,1,0
MIR302B,3,0,1,3,2,1,1,1,4,3,5,1
ZNF296,1468,530,1832,1126,2469,1459,1709,1639,1232,1626,1446,1096
USP36,7087,6794,9348,7059,16095,6550,8475,7117,6808,10516,13584,7642
ARMCX4,105,96,184,139,240,183,138,86,139,126,490,138
PITHD1,5770,5637,6376,4967,7746,7047,6918,6426,7119,6117,7541,6775
FAT1,5,6,1,1,6,0,0,6,12,1,1,3
KCNJ9,5,4,6,15,11,16,5,3,2,12,21,4
MUT,1997,1158,1684,1527,1662,1144,1677,1659,2176,1581,1855,2347
C21orf33,7754,6360,6354,4712,4290,7298,5878,6231,8454,5598,4388,9733
DDX18,8520,6831,7821,5191,7283,7051,7393,6433,9453,6859,7627,9646
LOC283547,7,1,7,2,2,6,7,3,0,1,3,4
SLC27A4,2708,2746,2806,2209,2050,2556,2669,2204,3393,2472,1549,3343
SUSD3,1707,3704,2945,2293,2212,2898,2350,1329,3896,2139,4240,4025
HAPLN4,3,3,9,4,5,6,3,8,3,4,1,5
TMEM110,4185,3122,5804,4863,5996,3883,5353,4443,4132,4026,5822,3723
SNORA70C,0,0,0,0,0,0,0,0,0,0,0,0
YPEL3,8399,9394,8789,9584,9755,10592,12304,9646,14867,8392,9322,13502
UHRF1,260,273,462,203,288,248,186,185,361,253,225,304
LOC440117,0,0,0,0,0,0,0,0,0,0,0,0
DBX1,1,5,2,0,1,3,4,2,2,0,3,4
LOC100133331,46,52,136,153,162,34,73,55,71,66,208,87
MLIP,0,0,0,0,0,0,0,0,0,0,0,0
MIR4681,3,0,0,0,0,0,1,2,0,0,0,0
PHC1,513,263,694,592,775,565,639,516,683,895,1173,580
LOC389765,233,280,260,332,251,276,447,161,413,229,496,372
PLIN1,9,12,9,9,17,11,20,10,26,25,37,8
NCRNA00290,0,0,0,0,0,0,0,0,0,0,0,0
C7orf47,1500,1854,1889,1609,2015,2059,2126,1452,2116,1703,3165,2471
CATSPER2P1,20,25,15,19,29,33,34,23,36,19,54,36
MIR4697,0,0,0,0,0,0,0,0,0,0,0,0
CWH43,0,0,0,0,0,0,0,0,0,0,0,0
CABLES2,1236,1111,1439,1216,1856,1323,1147,1361,1385,1374,1043,1203
SLC41A3,3731,3550,3615,3689,3889,5651,4255,2931,4917,3263,3211,5118
MIR522,0,0,0,1,0,0,0,0,0,0,0,0
TIA1,7635,6311,8792,7859,6939,8946,8877,8243,12276,8674,11342,10049
NCRNA00115,40,32,51,41,58,20,49,65,37,50,52,54
PITPNC1,7917,9570,8231,7822,10873,11322,13819,7987,11175,8725,12898,9673
ERAP2,15470,2520,19022,21101,4110,2266,3150,18523,26033,2692,8205,24396
EXOSC2,1791,1818,1937,1632,2012,1587,1714,1284,2368,1549,3037,2709
NFU1,1397,1631,1101,1042,1132,1585,1512,1175,2114,1086,1097,1945
BOD1P,52,72,40,40,35,39,30,37,62,36,52,74
NRP2,336,55,225,375,144,188,159,488,389,249,85,460
TRAFD1,10765,6364,7001,6821,6045,5592,6651,5728,10391,5104,5370,14822
ZNF227,1804,1721,1858,1617,1685,1625,2464,1240,2387,1367,2268,2314
SAMD15,12,9,22,18,22,4,13,27,20,24,11,29
EIF2B2,1924,1631,1450,1079,1340,1525,1463,1170,2250,1450,1335,2708
MIR3619,1,0,0,2,3,0,1,1,0,0,0,0
KNG1,1,7,3,6,0,2,2,2,6,1,7,3
SREBF1,6364,3476,8313,5788,8442,4801,5477,5551,11265,7941,11719,9379
LHX8,0,0,0,0,0,0,0,0,0,0,0,0
MIR3167,0,0,0,0,0,0,0,0,0,0,0,0
SLC47A1,295,53,186,183,195,229,92,228,350,96,60,228
PSPN,15,23,28,28,23,16,32,38,8,40,23,17
MOCS1,51,130,80,40,97,76,133,43,79,57,124,95
ZNRF2,5102,4036,5574,4742,5129,3732,5552,5028,5373,4528,4121,5777
LOC641365,0,0,0,0,0,0,0,0,0,0,0,0
CTGF,7,0,4,5,8,0,5,13,9,1,18,12
FSTL3,574,316,722,316,202,274,343,604,476,346,356,611
TMPRSS13,334,276,443,359,425,362,388,445,537,433,472,441
LY6D,0,0,0,0,0,0,0,0,0,0,0,0
SYT17,164,52,276,113,208,409,77,272,257,243,124,351
